"project_a","project_b","weight_a","weight_b","star_count_a","fork_count_a","star_count_b","fork_count_b"
"Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","Prettier plugin for Solidity formatting, supporting latest Prettier & Node.js with continuous improvements.","0.94121853588","0.05878146412","3492","1041","729","75"
"Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","0.9999562421","4.37579e-05","3492","1041","23573","5864"
"Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","Remix IDE: Browser-based Solidity/Vyper/Circom IDE with AI features, contract verification, and enhanced UI/UX.","0.9999562421","4.37579e-05","3492","1041","2522","999"
"Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","Go Ethereum (geth): Leading Ethereum execution client implementing full node functionality, smart contracts, and network protocols.","0.7649580757","0.2350419243","3492","1041","47933","20331"
"Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","High-performance, modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.","0.9991800254","0.0008199746","3492","1041","1693","583"
"Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","OpenZeppelin Contracts: Secure Solidity smart contract library for ERC standards, access control, and upgradeability.","0.92951415195","0.07048584805","3492","1041","25121","11847"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","0.65388466552","0.34611533448","2996","778","7385","1437"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Java Ethereum client Teku supports Beacon Chain, validator functions, and Deneb/EIP-4844 upgrade.","0.94084263926","0.05915736074","2996","778","692","298"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","High-performance, modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.","0.7781466545","0.2218533455","2996","778","1693","583"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","OpenZeppelin Contracts: Secure Solidity smart contract library for ERC standards, access control, and upgradeability.","0.66091121186","0.33908878814","2996","778","25121","11847"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Solhint: Solidity linter for security & style, featuring gas optimization, autofixes, and plugins.","0.93131616667","0.06868383333","2996","778","1051","166"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","JavaScript IPFS client with ESM, gRPC, TypeScript, and enhanced API for interacting with IPFS nodes.","0.70437322525","0.29562677475","2996","778","7443","1249"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Ethereum ERC-4337 account abstraction implementation with gas optimization and enhanced security.","0.57870404113","0.42129595887","2996","778","1574","669"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.","0.5804717868","0.4195282132","2996","778","1899","944"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.","0.8944563407","0.1055436593","2996","778","33","14"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Go-libp2p: Modular P2P networking stack using QUIC, WebRTC, with enhanced security, performance, and resource management.","0.3832259257","0.6167740743","2996","778","6140","1088"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Reth: Rust Ethereum execution client featuring Alloy integration, a new engine API, and Optimism support.","0.56547080695","0.43452919305","2996","778","4067","1280"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","Erigon: Fast Ethereum client with Polygon integration, optimized database, and Caplin beacon sync.","0.5","0.5","2996","778","3167","1154"
"Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","High-performance Rust Ethereum consensus client with Electra/Deneb support, optimized sync, and slashing protection.","0.5252782983","0.4747217017","2996","778","180","31"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","0.29435869392","0.70564130608","1478","723","3492","1041"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","0.33171687205","0.66828312795","1478","723","8032","1883"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","0.58751317499","0.41248682501","1478","723","4929","808"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Java Ethereum client Teku supports Beacon Chain, validator functions, and Deneb/EIP-4844 upgrade.","0.89823233521","0.10176766479","1478","723","692","298"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Prettier plugin for Solidity formatting, supporting latest Prettier & Node.js with continuous improvements.","0.69208471138","0.30791528862","1478","723","729","75"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Remix IDE: Browser-based Solidity/Vyper/Circom IDE with AI features, contract verification, and enhanced UI/UX.","0.9999589272","4.10728e-05","1478","723","2522","999"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","High-performance, modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.","0.00943396226","0.99056603774","1478","723","1693","583"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Go Minisign library: key generation, signing, verification, and prehashed signature support.","0.00188679245","0.99811320755","1478","723","112","13"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Node.js LevelDB wrapper with simplified API, streams, encodings, and modern browser support.","0.01098901099","0.98901098901","1478","723","4085","267"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Prettier is a JavaScript code formatter supporting multiple languages, focusing on consistent style, performance, and extensibility.","0.00010790979","0.99989209021","1478","723","49655","4403"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Fast JavaScript CRC32 library with rolling checksums, optimized for various environments.","0.02631578947","0.97368421053","1478","723","346","37"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Go WebRTC library enabling P2P communication with simulcast, data channels, and WASM support.","0.0027700831","0.9972299169","1478","723","14019","1661"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","PostCSS: A JavaScript-based CSS transformer with plugin support, evolving since 2013 with focus on performance and AST.","0.00106269926","0.99893730074","1478","723","28583","1565"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Babel is a JavaScript compiler transforming ES6+ to ES5, enabling modern JS features in older browsers.","1.38e-05","0.9999862","1478","723","43319","5651"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Vue.js: Progressive JavaScript framework for building user interfaces with reactivity, SSR, and TypeScript support.","5.14e-05","0.9999486","1478","723","208179","33682"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Fast JSON Schema validator with TypeScript support, focused on performance and strictness.","0.00041373604","0.99958626396","1478","723","13928","883"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","cssnano: A PostCSS-based CSS minifier offering optimized presets, performance enhancements, and modular plugins.","0.0015128593","0.9984871407","1478","723","4811","319"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Mocha: JavaScript test framework with async support, rich matchers, and a flexible reporter API.","0.00021463833","0.99978536167","1478","723","22649","3019"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Go template function library slim-sprig offers rich extended functions for string manipulation, crypto, dates, and more.","0.00366300366","0.99633699634","1478","723","63","16"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Tokio: A fast, scalable, and reliable async Rust runtime for networking, filesystems, and concurrency.","5.11e-05","0.9999489","1478","723","27394","2508"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","React 19: JavaScript framework with Forget compiler, Flight server components, Float renderer, and DevTools 6.","0.01315789474","0.98684210526","1478","723","230593","47198"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Node.js Fetch API implementation with streaming, redirects, and modern ESM support.","0.00609756098","0.99390243902","1478","723","8808","1025"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","ESLint plugin enforcing import best practices, resolving paths, with TypeScript support and performance optimizations.","0.0027700831","0.9972299169","1478","723","5593","1568"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Go library providing GNU Readline-like interactive input with history, autocompletion, and Vim mode.","0.1","0.9","1478","723","2103","280"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Node.js cmd-shim manages executable shims, supporting cross-platform execution and various Node.js versions.","0.00038211693","0.99961788307","1478","723","14","11"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Electron builds cross-platform desktop apps using Chromium and Node.js, focusing on security, performance, and modern APIs.","0.00111111111","0.99888888889","1478","723","114814","15630"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Browserslist: Node.js tool specifying browser support via queries, optimizing builds with polyfills and prefixes.","0.00100401606","0.99899598394","1478","723","13075","721"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Node.js/browser debugging utility with color output, namespace filtering, and formatters.","0.00196078431","0.99803921569","1478","723","11177","946"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","JavaScript immutable state management library with TypeScript, focused on performance and featuring patches.","0.00305810398","0.99694189602","1478","723","27874","852"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","TypeScript type utility library offering extensive transformations, guards, and deep object manipulation.","4.18e-05","0.9999582","1478","723","14572","555"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","8.58e-05","0.9999142","1478","723","5176","449"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter, enhanced headers, and strong security.","0.00047709924","0.99952290076","1478","723","105991","10981"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Node.js module loads .env files, supports multi-line values, error handling, and secure .env.vault files.","0.03225806452","0.96774193548","1478","723","19319","863"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Multilingual spellchecker with CLI & editor integrations, optimized for performance, actively maintained.","0.05555555556","0.94444444444","1478","723","1280","104"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","ESLint: Pluggable JavaScript linter enhancing DX, performance, and supporting modern JS/TS.","1.65e-05","0.9999835","1478","723","25345","4590"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","JavaScript positioning library offering performant, accessible UI element placement with React/Vue integrations.","0.0004428698","0.9995571302","1478","723","30349","1619"
"JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.","Boa: A high-performance, embeddable JavaScript engine written in Rust, featuring a CLI and modules.","0.1666666667","0.8333333333","1478","723","5318","405"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","0.28480116486","0.71519883514","7385","1437","8032","1883"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","0.6993667338","0.3006332662","7385","1437","23573","5864"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","Remix IDE: Browser-based Solidity/Vyper/Circom IDE with AI features, contract verification, and enhanced UI/UX.","0.7649700751","0.2350299249","7385","1437","2522","999"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","Go Ethereum (geth): Leading Ethereum execution client implementing full node functionality, smart contracts, and network protocols.","0.49585948913","0.50414051087","7385","1437","47933","20331"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","Go-libp2p: Modular P2P networking stack using QUIC, WebRTC, with enhanced security, performance, and resource management.","0.4845363167","0.5154636833","7385","1437","6140","1088"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.","0.8493974652","0.1506025348","7385","1437","33","14"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","Ethereum ERC-4337 account abstraction implementation with gas optimization and enhanced security.","0.5300752306","0.4699247694","7385","1437","1574","669"
"Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","JavaScript IPFS client with ESM, gRPC, TypeScript, and enhanced API for interacting with IPFS nodes.","0.5537315632","0.4462684368","7385","1437","7443","1249"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","0.20776396241","0.79223603759","4929","808","8032","1883"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","0.18678012109","0.81321987891","4929","808","3492","1041"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","0.24608728415","0.75391271585","4929","808","2996","778"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","0.3782903152","0.6217096848","4929","808","7385","1437"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Java Ethereum client Teku supports Beacon Chain, validator functions, and Deneb/EIP-4844 upgrade.","0.84809609247","0.15190390753","4929","808","692","298"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","0.531332071","0.468667929","4929","808","23573","5864"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Remix IDE: Browser-based Solidity/Vyper/Circom IDE with AI features, contract verification, and enhanced UI/UX.","0.65708932123","0.34291067877","4929","808","2522","999"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Go Ethereum (geth): Leading Ethereum execution client implementing full node functionality, smart contracts, and network protocols.","0.41713256666","0.58286743334","4929","808","47933","20331"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","High-performance, modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.","0.73376048427","0.26623951573","4929","808","1693","583"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","OpenZeppelin Contracts: Secure Solidity smart contract library for ERC standards, access control, and upgradeability.","0.54767223756","0.45232776244","4929","808","25121","11847"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","BLST: Fast pairing-friendly elliptic curve crypto library with multi-language bindings and security focus.","0.7813397063","0.2186602937","4929","808","482","181"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Efficient Nim-based Ethereum client supporting Capella, Deneb, Electra, and light clients.","0.56845505407","0.43154494593","4929","808","555","244"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Ethereum ERC-4337 account abstraction implementation with gas optimization and enhanced security.","0.53799804863","0.46200195137","4929","808","1574","669"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Solhint: Solidity linter for security & style, featuring gas optimization, autofixes, and plugins.","0.89035390795","0.10964609205","4929","808","1051","166"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.","0.5306934579","0.4693065421","4929","808","1899","944"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.","0.8755513583","0.1244486417","4929","808","33","14"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Go-libp2p: Modular P2P networking stack using QUIC, WebRTC, with enhanced security, performance, and resource management.","0.34707625655","0.65292374345","4929","808","6140","1088"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","JavaScript IPFS client with ESM, gRPC, TypeScript, and enhanced API for interacting with IPFS nodes.","0.5238102409","0.4761897591","4929","808","7443","1249"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Monorepo for the Ethereum VM TypeScript Implementation","0.4935990019","0.5064009981","4929","808","2611","769"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","Go QUIC implementation: performance-optimized, secure, HTTP/3 support, using standard library TLS & generics.","0.6871299033","0.3128700967","4929","808","10249","1330"
"Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","High-performance Rust Ethereum consensus client with Electra/Deneb support, optimized sync, and slashing protection.","0.489767206","0.510232794","4929","808","180","31"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Vyper: Pythonic smart contract language with Venom IR, Cancun EVM support, and enhanced optimizations.","0.39418553024","0.60581446976","1206","297","4929","808"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Prysm: Go Ethereum consensus client implementing proof-of-stake, sharding, and supporting Eth2 upgrades.","0.12664522415","0.87335477585","1206","297","3492","1041"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Lighthouse: Rust Ethereum consensus client focused on performance, stability, and Eth2 feature implementation.","0.15094902701","0.84905097299","1206","297","2996","778"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","0.11700473312","0.88299526688","1206","297","8032","1883"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Hardhat: Ethereum development environment with Ignition deployments, EDR execution, and pnpm.","0.22218121407","0.77781878593","1206","297","7385","1437"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Java Ethereum client Teku supports Beacon Chain, validator functions, and Deneb/EIP-4844 upgrade.","0.79611850156","0.20388149844","1206","297","692","298"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","0.40620769382","0.59379230618","1206","297","23573","5864"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Remix IDE: Browser-based Solidity/Vyper/Circom IDE with AI features, contract verification, and enhanced UI/UX.","0.44716418645","0.55283581355","1206","297","2522","999"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Lodestar: TypeScript Ethereum consensus client with performance optimizations and hard fork support (Electra, Deneb).","0.33179281897","0.66820718103","1206","297","1218","309"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","TypeScript Ethereum library with Account Abstraction, WebSocket support, and optimized performance.","0.14712989147","0.85287010853","1206","297","2627","901"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","High-performance, modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.","0.72764967307","0.27235032693","1206","297","1693","583"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","OpenZeppelin Contracts: Secure Solidity smart contract library for ERC standards, access control, and upgradeability.","0.18186821513","0.81813178487","1206","297","25121","11847"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Python Web3.py library provides asynchronous Ethereum interaction via RPC, contracts, and ENS.","0.23265343415","0.76734656585","1206","297","19457","4984"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","JavaScript IPFS client with ESM, gRPC, TypeScript, and enhanced API for interacting with IPFS nodes.","0.460175076","0.539824924","1206","297","7443","1249"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","BLST: Fast pairing-friendly elliptic curve crypto library with multi-language bindings and security focus.","0.60637749435","0.39362250565","1206","297","482","181"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Efficient Nim-based Ethereum client supporting Capella, Deneb, Electra, and light clients.","0.3802428089","0.6197571911","1206","297","555","244"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.","0.3437863545","0.6562136455","1206","297","1899","944"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.","0.75230615655","0.24769384345","1206","297","33","14"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Go-libp2p: Modular P2P networking stack using QUIC, WebRTC, with enhanced security, performance, and resource management.","0.2499998203","0.7500001797","1206","297","6140","1088"
"Hardhat plugin simplifies contract deployments, upgrades, and cross-chain management using deterministic proxies and diamonds.","Rust Ethereum 'core' provides Solidity macro, dynamic ABI, primitives, and EIP-712 support.","0.5617978073","0.4382021927","1206","297","809","162"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","0.71156446696","0.28843553304","8032","1883","23573","5864"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Go Ethereum (geth): Leading Ethereum execution client implementing full node functionality, smart contracts, and network protocols.","0.69652336388","0.30347663612","8032","1883","47933","20331"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Lodestar: TypeScript Ethereum consensus client with performance optimizations and hard fork support (Electra, Deneb).","0.82102307463","0.17897692537","8032","1883","1218","309"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Rust command-line parser clap offers dynamic completion, enhanced help, and optimized value parsing.","0.27272945017","0.72727054983","8032","1883","14478","1060"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Babel is a JavaScript compiler transforming ES6+ to ES5, enabling modern JS features in older browsers.","0.00596088863","0.99403911137","8032","1883","43319","5651"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Fast JSON Schema validator with TypeScript support, focused on performance and strictness.","0.06731850466","0.93268149534","8032","1883","13928","883"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Boa: A high-performance, embeddable JavaScript engine written in Rust, featuring a CLI and modules.","0.29350332737","0.70649667263","8032","1883","5318","405"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Node.js/browser debugging utility with color output, namespace filtering, and formatters.","0.27534431747","0.72465568253","8032","1883","11177","946"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.","0.90119142775","0.09880857225","8032","1883","33","14"
"JavaScript Ethereum library (ethers.js v6) with enhanced providers, contracts, wallets, and EIP-4844 support.","Rust Ethereum 'core' provides Solidity macro, dynamic ABI, primitives, and EIP-712 support.","0.7936509868","0.2063490132","8032","1883","809","162"
"Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","Remix IDE: Browser-based Solidity/Vyper/Circom IDE with AI features, contract verification, and enhanced UI/UX.","0.54372991906","0.45627008094","23573","5864","2522","999"
"Solidity, an Ethereum smart contract language, enhances Yul IR, SMTChecker, and language features like try-catch.","Java Ethereum client Teku supports Beacon Chain, validator functions, and Deneb/EIP-4844 upgrade.","0.4302191993","0.5697808007","23573","5864","692","298"
